seed,cond,metric,value
4,S2_uniform,auroc_teacher_medium,0.999494
4,S2_uniform,auroc_student_medium,0.983068
4,S2_uniform,rmse_score_medium,0.1752798667378784
4,S2_uniform,spearman_medium,-0.05983169532074092
4,S2_uniform,auroc_teacher_far,0.9999760000000001
4,S2_uniform,auroc_student_far,0.984872
4,S2_uniform,rmse_score_far,0.20784786839813105
4,S2_uniform,spearman_far,0.24121749674418172
4,S2_uniform,rmse_score_normals,0.14481013964670864
4,S2_uniform,wall_s,4.2072834968566895
4,S3_langevin,auroc_teacher_boundary,0.982606
4,S3_langevin,auroc_student_boundary,0.9460839999999999
4,S3_langevin,rmse_score_boundary,0.11181930668930619
4,S3_langevin,spearman_boundary,0.7141941926908023
4,S3_langevin,auroc_teacher_close,0.998128
4,S3_langevin,auroc_student_close,0.988452
4,S3_langevin,rmse_score_close,0.06598211121437327
4,S3_langevin,spearman_close,0.049970560697536894
4,S3_langevin,auroc_teacher_medium,0.999494
4,S3_langevin,auroc_student_medium,0.9767920000000001
4,S3_langevin,rmse_score_medium,0.14567598358979114
4,S3_langevin,spearman_medium,-0.46591640176794524
4,S3_langevin,auroc_teacher_far,0.9999760000000001
4,S3_langevin,auroc_student_far,0.8777440000000001
4,S3_langevin,rmse_score_far,0.3731060544791382
4,S3_langevin,spearman_far,-0.0938633844418984
4,S3_langevin,rmse_score_normals,0.14977332955313327
4,S3_langevin,wall_s,56.78743600845337
4,S4_mixed,auroc_teacher_boundary,0.982606
4,S4_mixed,auroc_student_boundary,0.9415999999999999
4,S4_mixed,rmse_score_boundary,0.0926122453154637
4,S4_mixed,spearman_boundary,0.6212438440370421
4,S4_mixed,auroc_teacher_close,0.998128
4,S4_mixed,auroc_student_close,0.981544
4,S4_mixed,rmse_score_close,0.09421330410777531
4,S4_mixed,spearman_close,0.2688590427675054
4,S4_mixed,auroc_teacher_medium,0.999494
4,S4_mixed,auroc_student_medium,0.983984
4,S4_mixed,rmse_score_medium,0.18009161421463846
4,S4_mixed,spearman_medium,0.04713346933845884
4,S4_mixed,auroc_teacher_far,0.9999760000000001
4,S4_mixed,auroc_student_far,0.943304
4,S4_mixed,rmse_score_far,0.17521649773269077
4,S4_mixed,spearman_far,0.006306206806849104
4,S4_mixed,rmse_score_normals,0.14086521555200213
4,S4_mixed,wall_s,26.068405151367188
4,S5_adaptive,auroc_teacher_boundary,0.982606
4,S5_adaptive,auroc_student_boundary,0.920028
4,S5_adaptive,rmse_score_boundary,0.12987657184183118
4,S5_adaptive,spearman_boundary,0.5909747223619195
4,S5_adaptive,auroc_teacher_close,0.998128
4,S5_adaptive,auroc_student_close,0.972384
4,S5_adaptive,rmse_score_close,0.07978663400717488
4,S5_adaptive,spearman_close,0.19913832062265682
4,S5_adaptive,auroc_teacher_medium,0.999494
4,S5_adaptive,auroc_student_medium,0.982016
4,S5_adaptive,rmse_score_medium,0.08079195196751064
4,S5_adaptive,spearman_medium,0.067230569798476
4,S5_adaptive,auroc_teacher_far,0.9999760000000001
4,S5_adaptive,auroc_student_far,0.983576
